景区名称,用户名,评论内容,标签
山东博物馆,藏,赶上了故宫展览，高大上呀~！！,positive
八仙过海景区,如水君郎,风光不错，没啥特色，服务太一般啦。,neutral
天外村,一激动就变身,去的时候下着小雨，烟雨蒙蒙的赶脚很美,positive
德国风情街,蜗牛走天下,不知道是我来的时间原因还是这里本来就是个冷门的景点，一条街走下来，显得有些冷清，途中遇见的行人寥寥无几，但是德式的老房子加上一些专卖德国特色商品的小店，仿若漫步在德国小镇。,positive
金沙滩,芦苇荡里的大巢菜,金沙滩相对而言比较热门，游客也比较多，还有一些娱乐设施，外面还有买特产之类的各种商店~金沙滩设有游玩区，游客也比较多，沙滩也没有银沙滩那么干净，赤脚走比较不适合。相比金沙滩，我更喜欢银沙滩。,positive
颜庙,风行,又称复圣庙，位于山东省曲阜城北门内，陋巷街北首与孔府后花园隔街遥对，是祭祀颜回的祠庙。,positive
中国海军博物馆,天马,很棒的军事展览。对于现在出门在外的都是手机支付的你，最好备上现金去参观哦。因为门票只收现金。,positive
牟氏庄园,Mia,牟氏庄园在栖霞，据说是北方目前保存最完整的地主庄园。确实是很大一片庄园，而且保存确实完整，除了庄园，里面还保存了一些原来的设施、生活用具、农具等等。在现在看来都是挺不错的，可见当时真的是多么的富裕。我们就参观了一下住宅区，据说还有作坊区，那个就没看。里面还有两个大砚，挺让人印象深刻的。,positive
公主楼,Alice,绝对的女生拍照圣地，有公主梦的美媚一定要去，哈哈那天我再公主的床边拍照，好多人说我好像公主哦，开心死啦。。。。在这里圆了公主梦，拍了很多美照，谢谢老爸忍受我的挑剔。,positive
日照灯塔风景区,老张爱自驾,人多，太多。礁石上很滑，但是免费。开车去的十元停车费。很合理。,positive
大染坊,浴火为龍,在周村古商城里，提到大染坊就不得不提一个人，陈寿亭。。虽然是一部小说，一部电视剧，但看过这部电视剧的人都知道这部电视剧有多么经典，来到周村古商城就肯定要来这个拍摄取景地陈寿亭的起家学艺之地来看一看，虽然没有什么好看的,positive
朱家峪村,棋棋棋、Sir,朱家峪村是中国北方地区典型的山村型古村落，是山东省唯一的“中国历史文化名村”。也是电视剧《闯关东》的拍摄地，很有地域文化特色。,positive
经石峪,套不住的马,中国的书法艺术无时不刻的展现在人们的面前，给人震憾，赞叹古人！,positive
泰安岱庙,午后的夏至,建议爬泰山之前来岱庙一转，不然爬完泰山你肯定累到不会再来岱庙，门票一人30。里面有很多古树跟石刻，站在城墙上可以远观泰山,positive
青岛贝壳博物馆,猫不理?,贝壳门票96两人，比较单调，重点是科普类，学习各种不同的贝壳。,positive
黄河入海口湿地公园,赵火丁,非常坑的景区，90元门票，看了一路非常普通的湿地，观景台也看不到入海口，还要花100元坐船过去,negative
杏坛,棋棋棋、Sir,杏坛是为纪念孔子讲学而建，孔子第四十五代孙孔道辅监修孔庙时，将正殿后移，除地为坛，环植以杏，名曰“杏坛”。杏坛是孔子教育光辉的象征,positive
德国监狱旧址博物馆,zhiai挚爱,没有网上说的那么恐怖和阴森，去那里的人不是特别多。,neutral
石门坊,雨点莲心,景色优美，最后等下霜之后去。霜叶红于二月花,positive
中国海洋大学崂山校区,自由的旅行者,男朋友就是中国海洋大学的，必须点赞呀,positive
昆嵛山,柠萌雨辰,山顶风景很好，山中树木很繁茂，空气非常清新。,positive
环海路风景线,zoe,天空很蓝，道路干净。一路上开着车看着河岸线真是美极了,positive
日照世帆赛基地,thzhangfan,风景这边独好！值得推荐！！！！,positive
潭溪山旅游区,大月饼,近几年开发的景区，非常好，很多瀑布，值得过去游玩一下,positive
觅天洞,九月天,仰口的主要景点觅天洞是一个天然的洞穴，处于两座峭壁夹缝之中，洞中通道，全由巨石叠垒而成，曲折盘旋，蜿蜒上下，阴风飕飕，凉气沁人。台块垒成的台阶，高低不平，宽窄不一，忽而石壁陡立于眼前，需急转侧身而过，忽而弯腰膝行匍伏才可通过，忽而幽暗漆黑，须照明才可摸索移动，忽而豁然开朗，阳光从石缝中洒落，斑斑点点。,positive
原山国家森林公园,微生浮,性价比很高对于齐鲁医学院的学生，通票75玩个畅快。有仿真恐龙谷，独木桥，划草场，还有轨道下山很刺激。风景也美丽，有石海，参天大树，小湖。建议自己带水带面包。山上吃的很少。建议长衣长裤，山上虫子多，可以自带风油精。背包不要太重，要不然第二天肩膀疼。建议参考天气预报，选择不下雨的天气，否则轨道下山和滑草就不能玩了。还有大齐长城，古战场遗址。和孔丘，李清照，贾思勰，戚继光等很多圣人的雕像。爱晚亭。沿大路可以走一边所以景点，也可以探寻小路，体验远方有野兽嘶吼的刺激。建议早去，可以拿上扑克和面包，玩一整天。,positive
威海公园,老牛,威海公园，是国内城市中最大的海滨公园之一。公园北起四方路，南至平度路，面向威海湾。总长3218.6米，平均宽度144.3米，以海滨南路为界，东西两侧公园占地总面积46.5万平方米。威海公园沿着海滨南路两侧形成两条绿化带，路西侧绿化带宽30米，路东侧建成宽70米的带状开放式公园。,positive
明故城,盐平塘的彩条鱼,曲阜城分为内城和外城，城墙伫立。由于我们去时已经是傍晚，只看到了紧闭的大门。听当地人说，每天早上都会有城门开启的仪式，这也是传统文化的遗存吧。,positive
老舍故居,并肩于雪山之巅,里面都是关于老舍跟《骆驼祥子》的，有兴趣的宝宝可以进去看一下，其实也还是挺漂亮的,positive
青岛海底世界-青岛水族馆,母羊钻,水族馆很漂亮很绚丽准确的说来青岛看看各种海洋馆真心不错。,positive
小青岛,云端里的童话,小青岛其实是一个特别小的岛，本身岛上除了有个白色灯塔，一个“琴女”的雕塑，其实并没有什么可看的，但是醉翁之意不在酒，踏上小岛是为了看岛周围的海景，晴天看海真的很美，天蓝蓝，海蓝蓝，有海礁的映衬，远处海湾的高楼大厦，八大关的红瓦白墙的别墅群，远处的海轮，转一圈，移步换景真的像个观景台。这边还能看落日，金色余晖晕染着的风景电影的画面感特别好。,positive
燕儿岛山公园,雪花,是一个休闲娱乐好去处，雨后更迷人,positive
金沙滩,\/调皮蜜糖,金沙滩位于青岛开发区东南，南濒黄海，呈月牙形东西伸展，全长3500多米，宽300米。因为水清滩平，沙细如粉，色泽如金，所以得到了金沙滩这个响亮的名字。金沙滩是中国沙质最细、面积最大、风景最美的沙滩之一，被喜爱它的人们冠以“亚洲第一滩”的美称。对于金沙滩，人们最津津乐道的就是它的“金沙”。这里还有一个美丽的传说：古时候有一只金凤凰飞赴天庭参加百鸟盛会，当飞抵碧波万顷、渔歌荡漾的胶州湾时，心旷神怡，乐不思归，振翅落入胶州湾畔，化身为今天的凤凰岛，她华美的翅膀掠过的地方，就成了沙质细腻、色泽如金的金沙滩。海面有一石蛙，头东尾西，随潮起潮落若隐若现，称为“隐身石蛙”。清代诗云：“岛屿婉蜓傍海隈，沧茫万倾水天开，潮声如吼摇山岳，疑是将军拥众来。”现代学者诗文：“金沙滩头平，遥望天水涌，海阔纳万物，山远断九穹，危礁傲飞浪，娇燕喜罡风，沧海无尽时，扬帆日边行。”,positive
大珠山风景区,宇馨宁和OMY,喜欢爬山的感觉，每登上一步就有别样的风光。杜鹃盛开的大珠山极为动人，如果时间不是很赶，可以下午晚些时候去，人少的地方才能更好地感受它的魅力，清风徐来，杜鹃绽放，敲一声钟，想象淋漓的怪石，将是一生的美好回忆。,positive
泰和山风景区-黄花溪景区,慢慢*,闺蜜单位组织的，我也跟着去了。挺不错的，看看瀑布爬爬山的。,positive
日照九仙山风景区,浪迹天涯,应该属于一处很好的旅游景点，景区很大，好多地方也很美。只是服务非常不到家，虽然去之前做了许多攻略，但到后依然有些不知所措。工作人员都搞不清楚，这么好的地方，宣传不到位，服务也跟不上太可惜了。下次去一定仔细研究一下，至少用一天的时间去享受当地的美景。,positive
李宗仁史料馆,陈小牧,建筑比较有特色，不知道是去的时候不赶趟还是一直就是如此，没开门。,positive
十笏园,王倆吉,清末民国时代潍坊地区的首富庄园，占地面积比较小，但是当地政府把周边建设成为旅游购物一体的商业街去。十笏园博物馆门票30元，内部内容比较乏味，内部的花园让人眼前一亮，有一种江南园林的感觉。淡季前往人比较少，显得比较冷清，但是拍照不会有人入镜。,positive
青岛方特梦幻王国,黄黄笑了。,很好玩，喜欢逃出恐龙岛，过山车。流星大摆锤有点刺激。。。,positive
金沙滩,THRU,网评亚洲第一滩，我国沙质最细，面积最大的沙滩，人是真的超级多了，当地人也很多过去玩的，当然，哪个沙滩都人多。不要门票，但淋浴、遮阳伞之类都需花钱。我们先到的西边，西边人太多，我们就开始往东走，然后越往那边人还变多了，就是那种水里有人游，沙滩上有人玩，可以说非常热闹的。时不时还会有海草（就是那种绿绿的，滑溜溜的东西）随着浪扑到腿上。,positive
原山国家森林公园,HOHO,和鲁山差不多，踏青、登山、散心的好去处，小孩子也可以去玩玩啦，娱乐设施有不少，恐龙谷、滑道、绳网........,positive
护城河环城公园,梦旅人,来济南最喜欢的地方了我们从解放阁下来后面就是黑虎泉琵琶泉等等挺好的沿着护城河走走悠闲惬意颇有生活气息,positive
朱家峪村,星龙海,那年红透大江南北的电视连续剧《闯关东》让我了解了一段关于闯关东的历史，也知道了在济南有个百年的古村落：朱家峪。,positive
泰山世界地质公园,★.琨、810,很有历史气息的一座名山，风景也还行,positive
花石楼,嵇可睿,花石楼作为蒋公馆，历史人文与建筑风景有机的结合，还是很不错的，值得来看看,positive
井塘村,叶子,挺幽静的地方，有些古老，有些颓唐。,negative
百脉泉景区,綄羙★孤单,"百脉泉公园，坐落在山东省济南市章丘市汇泉路2017号，距离济南城区仅35公里，位于济南的东部近郊。公园始建于1986年，总面积25公顷，拥有济南五大泉脉之一的百脉泉。因山明水秀，群泉汇集，章丘素有""小泉城""之称。",positive
万鸟岛,Lynn_ling,超级多的海鸥，密密麻麻，特别壮观～海鸥会一直跟着游船，因为船上不停地有游客会扔食物给它们，怪不得这些海鸥看起来有点发福。,positive
泰山风景名胜区-南天门,过往≠未来,以下景点都是统一回复的只有去过才有发言权绝对趁年轻的时候要去看看的景点之一。因为上了年纪再去实是太累了，比如说我！,positive
林海公园,??,长岛整体性价比不高，体验比不上免费的养马岛……,neutral
天主教洪家楼教堂,邪帝811,很棒的教堂，后面就是山东大学，教堂对面有很多小吃店。,positive
泰安岱庙,CJ,五星支持。真羡慕附近的居民，有这么美的公园。岱庙环境优美，历史文化气息浓厚，在里面走一圈，可以放松不少。,positive
孟府孟庙景区,远方诱惑,孟庙又称亚圣庙，是历代祭祀孟子的场所，孟庙呈长方形，院落五进，殿宇64间，占地60余亩。孟庙主建筑亚圣殿是宋代建筑，其他多是明清建筑，历经修缮，至今保存完好。更值得推介的是孟庙里的古树，均有数百年，甚至上千年的历史。古树大多是柏树，还有银杏、古槐和松桧，有430多棵。其树形姿态各异，遒劲挺拔，高高耸立，令人仰视。其中古柏报槐，桧寓枸杞，紫藤银杏，洞槐望月等古树名木素有盛名。古树和古庙相映成趣，形成孟庙独特的景致。孟庙里还有许多其他历史遗存，如康熙御碑亭，天震井，亚圣殿石坊，孟母断机处、孟母三迁祠石碑等等。孟母的故事自儿时已聆听不忘，至今是家教的楷模，传世千古。到此读孟子，莫过于读孟母，现仍然成为我们天下父母的圭臬和佳话。随后到一路之隔的孟府游览。,positive
山东省美术馆,柠萌雨辰,美术馆就在博物馆隔壁，馆内的藏品也十分丰富。不管是雕塑还是画作或者其他艺术品都非常值得一看。,positive
微山湖湿地红荷风景区,蚂蜂窝,夏天的时候荷花都开了，很美，还可以租个小船去采莲藕,positive
孔府,懒猫,孔府，又称衍圣公府，位于中国山东省曲阜市，是孔子的世袭衍圣公的后代居住的府第。,positive
山东大学(威海),Virgil,在国际海水浴场玩的时候可以来学校内吃饭，顺便转一下校园，校园非常漂亮。,positive
日照竹洞天风景区,神奇可乐,一般吧，比较远，竹子倒是不少，但是没有想象的那么好了！,neutral
鲁迅公园,Ｈｉ5eｎ,散落的礁石，触及海洋。没有遮挡，直观看海。会是拍出一组别有风格照片的好地方,positive
大学路,鱼老蓓,大学路并不算是旅游景点，因为中国海洋大学就在附近，是一片非常小资情调的街区，这里位于青岛老城区，距离海边不远，车辆不多，环境优美，路边是高大的法国梧桐树，掩映在绿树丛中的是德国风格的红瓦黄墙小房子。这里有众多的名人故居，开了不少咖啡馆，很有情调。,positive
成山头国家重点风景名胜区,Ramon,2009年部门组织活动去的，山东半岛深入大海的最东端，风大浪大但这个景区有说法，进去也不适宜拍照。,positive
大成殿,海河之滨,孔庙的主体建筑，是主要祭祀孔子的地方。,positive
杏坛,林林,【杏坛】，相传就是孔子讲学的地方——哈哈，当然也不是啦。孔子杏坛设教的原址无记载也无从考古，介绍说此址设坛乃孔子第四十五代孙所为，金代始于坛上建亭并书“杏坛”二字。,positive
老舍故居,马小洒,中午开门到11:30就关门了，下午1点再开门，故居不大，里面展品主要是关于《骆驼祥子》的内容，有很珍贵的各个不同版本出版物和一些老照片，看看还是挺好的。从出口绕道后面就是荒岛书店，名字起的好，但是书店本身很小，内容不多。,positive
山东大学,蚂蜂,校区很多看你喜欢什么可以自己搜一下,positive
蓬莱阁景区-田横山,流@逝,走在山边看着海水，颜色不一样，很神奇。,positive
尼山圣境,斯泰隆,值得一来的景点，很漂亮，儒家文化氛围很浓厚,positive
养马岛,美少女大战奥特曼,1.垃圾.人多的地方必有垃圾，还有更没公德的仍树丛里！2.车况.沿海路边停的到处是车，所以整个岛都很堵！3.空气.进岛会闻到很臭的味道，岛内也是！这个跟养马岛的治理有很大的责任……给即将来的小伙伴一个友情提示别太期待，还是会有惊喜的！（给我最大印象堵，堵，堵）,negative
五龙潭公园,文以载道,五龙潭公园不是很大，是市民休憩的好地方，去完趵突泉就没必要去了。,negative
望夫礁,莱漂阳,"望夫礁坐落在南长山岛的脚下的望夫礁公园，园中有一礁石形状极像一妇女头戴围巾，怀抱婴儿迎风而立，好像在等丈夫归来，故此人称此礁为""望夫礁""。",positive
泰山世界地质公园,niudaodao,泰山，高山仰止，景行行止，虽不能至，然心向往之久矣！天山索道对于我们这些懒人而言是天大的福利，行必能至。泰山以五岳独尊的盛名称誉古今，被誉为“五岳之首”，是历代帝王封禅、祭告之处，可视为中华民族的精神象征，华夏历史文化的缩影。最幸福莫过于，幸运中得到的一小块山顶泰山石。,positive
杏坛,马蜂窝用户,相传孔子为了开办平民教育，曾在自己家的院子里垒土筑坛，作为授课的讲坛，并移来一株银杏栽在坛边，他抚摸着银杏树说：“银杏树果实很多，象征着我的弟子能够满天下。树杆挺拔直立，绝不旁逸斜出，象征弟子们正直的品格。果仁既可以食用，又能够入药治病，预示弟子们学成后可以有利于社稷民生。此讲坛就取名杏坛吧！”,positive
湛山寺,Jenna,寺庙没有很大，但每天都有大量百姓来,positive
周村烧饼博物馆,大牛排,体验传统烧饼的制作方法，品尝当地特色小吃。,positive
天外村,代羊羊,这里是登泰山乘车的地方，乘车可以到中天门然后索道上山，比较省力！,positive
五月的风,蚂蜂窝用户,曾经是青岛的标志，看到它就知道是在说青岛。当地人称其为一大坨牛粪。,positive
仰口浴场,橘子,青岛很多浴场都没有仰口浴场美！这里海水很清澈！沙子很软很细！前一天还下雨阴天的，去的当天大晴天，不冷不热，虽然海边风有点大，但是一点都不影响看美景的好心情！而且天空很蓝，魔都很久都没有看到这么蓝的天了。另外，周一的缘故吧，浴场人很少，拍照真的太美了，推荐推荐啊！,positive
奥帆博物馆,Huang_小美,奥帆博物馆，去得人应该挺少的，因为我觉得没什么特别，基本上都是青岛关于帆船运动的，还有奥运火炬之类的。,positive
东昌湖,丑小丫,东昌湖很漂亮，湖里好多鱼！欢迎去看看！附近有孔繁森纪念馆！,positive
五岳独尊,火星用户,人民币五块钱的景点，全部是拍照的人。五岳独尊石刻后面的平台，凉凉的风，美好的心情。,positive
烟墩角,雲,庆幸今年来了，因为我来的第二天就开始拦铁丝网了，以后再也不让人下到海岸边近距离观看大天鹅了，只能站在街上远远的观看。这里的大天鹅太美了，不虚此行！,positive
天外村,吃竹子的鼠,晚上会有很多广场舞大妈跳舞！爬泰山坐车的线路，可以近距离看山。,positive
青岛路老建筑群,cheyenne,在信号山和小鱼山都可以看到青岛的老城区建筑群，红瓦绿树，碧海蓝天。,positive
蓬莱水城,赵火丁,国内现存最完整的古代水军基地，对于军事爱好者来说是必须要去看的地方。,positive
东夷小镇,寒飞home,东夷小镇倒是一片璀璨，和几乎没有任何色彩的海边天空相比，似回到人间。,positive
小鱼山,醉迷狐,小鱼山公园和信号山公园，是两个可以俯瞰整个青岛市的地方，来青岛旅游，两个之中至少要去一个。我选择的是小鱼山公园，行程规划比较顺，而且小鱼这个名字比较有吸引力，刚好与大海遥相呼应。要从福山支路的北门进入，沿中间的坡道很快就能到达小鱼山的最高点，登上览潮阁，将整个青岛尽收眼底。,positive
黑虎泉,yooy758-0,黑虎泉黑虎泉黑虎泉黑虎泉黑虎泉黑虎泉,positive
山东地下大峡谷,薇薇苏,地下大峡谷被很多人评为一座风貌奇特的喀斯特溶洞王国，所以景区的主要景观就是被称为“山东十大最美的地方”的溶洞。我是今年五一期间去的，来大峡谷参观的游客非常多，大家排队进去洞内。洞体很长，每隔一段，景区都定点安排了工作人员为大家讲解介绍，非常贴心。据了解，洞内分九大景段，有“一河”、“九泉”、“九宫”、“十二瀑”、“十二峡”等景观一百余处，地下暗河漫长曲折，水量充沛，四季长流。利用暗河水势开发的千米漂流项目被上海大世界基尼斯记录总部认证为“中国最长溶洞漂流”。很多游客都选择乘坐漂流体验一下，我当然不会错过啦。漂流用的橡皮筏由两人共乘，我和妈妈一起乘坐，然后皮筏子顺流而下，或急或缓、起伏高下，波激浪涌，真的非常刺激有趣。建议来玩的游客一定要体验一下。,positive
德国监狱旧址博物馆,后面的两只,下午来晚了，人家已经关门了，幸好门口对面一面小矮墙，站在墙上拍，或者在门缝底下拍，哈哈，我是不是很有才,positive
西霞口风景区,艺风,西霞口靠在海边，附近的一片建筑很大，在傍晚的阳光照耀下，显得格外的美。,positive
中国海洋大学崂山校区,康锦荣,最美十大校园的名声绝非虚名啊在校园游走真是一大乐趣,positive
蓬莱阁景区-田横山,绯葉,国庆去的，人很多，小推车不是很方便，很多地方需要抬上去，索道排了一个小时队才坐上，田横就看个黄渤海分界点，还要排队拍照，专人拍照卖照片的。蓬莱阁人流管制，一片乌泱泱的人头，我们就放弃登阁了，毕竟带着baby不方便挤,positive
青岛大学(中心校区),杨少,这里是不错的，青岛大学的主校区，认识很多的，还不错的，可以看看的,positive
胶澳总督府旧址,鹿晗的勋章,这个区域的建筑都非常好看，自己一路走着，一路拍照，就是雨天容易分不清楚南北,positive
林海公园,马场垣乡,森林公园还是挺美的喔，非常漂亮的地方。,positive
八仙过海景区,小雷の筑梦之旅,八仙过海景区又名八仙渡、八仙过海口，坐落在山东蓬莱市北黄海之滨，与丹崖山、蓬莱阁、长山列岛隔海相望，是胶东半岛独具特色的风景名胜区。景区以道教文化和蓬莱神话为背景，以八仙传说为主题，突出大海仙山的创意，集古典建筑与艺术园林于一体，如同横卧在海上的宝葫芦，美轮美奂，惟妙惟肖。,positive
琅琊台,青岛小粪豆,风景不错，有山有海，不过历史氛围不是很强，还行吧总体上，周边配套设施也跟不大上,positive
山东地下大峡谷,马蜂窝用户,位于山东省临沂市沂水县西南八公里处的龙岗山下，全长六千一百米，现已开发三千一百米的游览景线,positive
泰山风景名胜区-南天门,旅行达人梦男,爬完18弯就是南天门市最高的地方。整体如果都是步行的话很累。,positive
黄河口生态旅游区,TAIRYOvivi,自己开车去！一定要自己开车去！要不然会很不方便挺美的！只不过东营这个城市比较....,positive
五莲山风景区,栀子花开,去这里，好一个累，不过锻炼身体了，数目比较多，空气很好的，赞一个,positive
青岛森林野生动物世界,时间漫步者,动物很多，老虎狮子骆驼长颈鹿巴拉巴拉，可是没有大象,positive
大染坊,苯并二氮卓,风景好。不过人少的时候不开门。想去得凑节假日。,positive
中国海军博物馆,波鲁克,海洋博物馆对于深度军迷来说是很有吸引力的，然而在我看来整个场地设施有点老旧，武器装备也都是古董级了，只能感叹国家的强大了之后真好。,positive
世界风筝都纪念广场,背包客Alf,晚上休闲散步的好去处，在火车站附近，交通也很便捷。,positive
曲阜三孔景区,来自海上的风,三孔景区是名胜古迹，历史悠久，里面的一个牌坊、一座建筑、一幅对联、一块石碑都很有历史意义。如若你实在不想请导游，租个讲解器也是好的。,positive
沂蒙山旅游区龟蒙景区,雞萌大隊長,沂蒙山是泰沂山脉的两个支系，指的是以沂山、蒙山为地质坐标的地理区域，不仅是革命老区，还是一个相对独立的文化圈，历史上属于东夷文明。,positive
望夫礁,Rebecca,晚上18:00以后过来不收门票，景色非常美。夜里赏月一定要这里，因为海上的月亮和灯塔相互交映非常美。,positive
曲阜师范大学,翰林居士,曲阜师范大学是山东省重点建设的大学，这里校园靓，学风正，学术氛围浓厚，是全国有名的考研基地。,positive
中国海洋大学崂山校区,冬天的绒花,这个校区真漂亮，风景真好，值得一逛,positive
张裕酒文化博物馆,泽zze,里面会有详细的葡萄酒文化历史介绍，到地窖里面看看葡萄酒酿造的过程等......,positive
石门坊,无所畏惧,还不错把，是手工的其实，没有那么原始！,positive
青岛书房,Ｈｉ5eｎ,对于书店情有独钟的人，这个一定不要错过。从布置到书籍到里面的小物。可以让你流连忘返,positive
青岛市博物馆,麦迪,很不错的博物馆，免费参观，可以去逛逛,positive
中国水准零点景区,三爷,据说我国的水平线就位于此，所有高度海拔就是从这计算得出的，所以叫水准零点，有很多根柱子，标记着国家每一个省份的最高海拔（都是山峰），然而要收50元门票，毕竟坑爹，很小的一个地方，真心不该收费啊,positive
五龙潭公园,眼睛的秘密,实话这里景色比趵突泉更美，而且不要门票。,positive
青岛方特梦幻王国,临摹,小，人多，排队煎熬。如果遇到搞活动，千万不要去凑热闹！那个人山人海啊，人生第一次在游乐场玩的特沮丧。,negative
烽山公园,苏州上空的鹰,烽山么开着车跑一圈就行了，实在没太多的风景，有的几个动物也是稀稀落落，一看就是没人好好照顾。,positive
黄河口生态旅游区,心在远方,"漂亮，环境非常好,太有当地特色了。.",positive
烟台大学(北区),筱筱,今天临时决定去的烟台大学，拉着箱子，想存着，外面的超市就让寸1个小时，就放弃了，决定拉着箱子游学校，谁知道，在北门那边的专家公寓，有个前台姐姐，很好的，让我们把箱子暂放一下，为此，非常感谢?沿着北门往东走，到了东门，外面便是海，这里的海好漂亮，沙子是那么的细，掺杂着些些贝壳，赤脚走在沙滩上，好舒服的感觉，往里点，海水凉凉的，追赶着浪花，却又不敢太往里面去，浪来了，就往岸上跑，又有了小时那种纯纯的乐趣。玩了会儿，就去学校转转，那个青春林，是个纳凉，谈恋爱的好去处?，不过在那里看书，也是感觉很好的，那个三元湖印象深刻，烟台大学，校园挺大的，环境挺好的，在里面逛逛，就会有幸福的感觉！！,positive
唐摩崖石刻,白了开水,这里到处都是石刻，风景很好，石刻很大气,positive
黄河入海口湿地公园,牛奶泡面,比想象的差的太远了。门票超级贵。就在入海口那盖了一个高楼，给你指了个方向高速这是入海口，其他的地方，就没啥意思了。除了这个高楼比较新，其他的都比较破旧了，停车场也不太好，还都是石子儿铺的。也可能是我去的时候雾霾比较严重，反正是什么也看不见。景区内的交通也不太方便，自驾车不让进，但是景区大巴也不太方便，指向性不明确。总体，感觉非常一般。,negative
胶澳总督府旧址,七海,仅从外面看，也能让人一瞥当时的风华。然而去的时候并不开放。,positive
青岛路老建筑群,果冻,很喜欢在青岛的老建筑中闲晃。推荐，自由行，慢慢地感受青岛,positive
桃花峪,十文龙,泰山上山公路景点，山阴，冷啊，特别是冬天,positive
燕儿岛山公园,小木,知名度不是很高，所以游客比较少。感觉挺不错的，天气好的时候，能拍好看的照片。,positive
五龙潭公园,清水听音,公园门票5元，面积不太大，处处都有清清的泉水，真羡慕济南人民，凡城市里有了水，便多了生机和生气，有了泉，更是添了灵动的色彩。,positive
长山尾,李东,11年毕业旅行去的长岛，长山岛是岛上的一个景点，整体感觉岛上民风淳朴，挺不错的,positive
张裕酒文化博物馆,琉璃阳光,张裕酒文化博物馆门票80元，60岁以上优惠票25元。没有急于进馆，先在博物馆前的花园转了转。四处都是酒桶，酒桶文化呀。这样的座椅看着很美好，真要是坐在那里不舒服。葡萄长廊喷泉池，池中是酒神狄奥尼索斯高举世界葡萄酒城城标的雕塑群。张裕酿酒公司的老门楼，坐北朝南的西式拱形老门楼，于2002年仿照原貌恢复而成。,positive
车由岛,SnowPoppy,好多好多的海鸥，需要坐船过去，200一位，端午前后海鸥特别多,positive
五龙潭公园,hu?xing?li,是一个大公园。里边有秦琼的府邸，有些意义！里边的泉眼也挺多，但因为不是季节，只看到一个小小的泉眼，没有传说中的惊艳！,positive
观唐温泉,念念,去过三遍了，真的非常不多的温泉旅游地。。。。。。。。。。。。。,positive
青岛太平角公园,yooy758-0,青岛太平角公园圣保罗教堂青岛太平角公园,positive
青岛美术馆,小尾巴,青岛美术馆位于大学路上，是始建于1934年至1940年的古老建筑，原为“万字会”旧址。,positive
戚继光故里景区,_不想吭气.,去蓬莱的朋友要去看看哦，还有蓬莱的城市也很不错,positive
九丈崖,仁静,风景很美，真是超过了预期。炎炎夏日站在崖底，阵阵凉风吹来带走了暑气，随意坐在一块延伸到海面的岩石，静静享受湛蓝的大海，看风景的你也融入了景色。,positive
一天门,柠萌雨辰,趁着行程刚刚开始，好好看一下一天门吧，后面的景点恐怕都没劲看了。,neutral
浮来山风景区,Fightingwolf,山东莒县城西九公里处有山，山名浮来,positive
石门坊,啊小卯,临朐红叶很有名，去过两次吧，小时候在红叶红的时候，大学在红叶未红的时候。,positive
竹泉村旅游度假区,李大花的季节,竹泉村的环境真的非常好，不同于水乡的清净，但是大片的竹林，小桥流水，没有被改动过的村落和房屋让人确实打心底美美的。,positive
五峰山,多忘,南部山区的小众景点，景色还是不错的。,positive
蝴蝶楼,木子楠,从海滨浴场过来第一站是蝴蝶楼，蝴蝶楼是《劫后桃花》的取景地。从蝴蝶楼到其他几个馆大概步行20分钟左右吧，沿着海岸线礁石一对对都是拍婚纱照的新人，幸福气息甜醺单身狗。,positive
青岛森林野生动物世界,Minusone,还不是很完善，散散心还行，转一圈就走了。,positive
一天门,快乐人生,位于泰山脚下，是泰山景区的第一座牌楼。,positive
仰口浴场,带狗去旅行,这边海滩质量不是很好，沙粒比较粗糙，而且这时候海水里很多绿藻，堆了很厚一层。,positive
鲁山国家森林公园,心卿,大概是十月份去的，景色很清新，让人感觉很美。喜欢爬山的驴友推荐一下。,positive
济南植物园,杨少,环境优美的空气也好的来这里走走是很不错的挺有意思,positive
烟台山景区,喵。咪,去过两次烟台山，天气都很好，海水一直很蓝，很干净。,positive
泰山风景名胜区-南天门,45°仰朢,南天门又名三天门，恰处于石壁谷的上口，海拔1460米，不仅形势险要，而且位于整个登山盘道中轴线的上端，使游人在山下就可仰瞻它那巍巍峨峨的形象。每当山间云雾出没、变幻无穷的时候，天门在云雾中时隐时现，十八盘似天梯倒挂，衬托的泰山主峰更加雄伟壮丽。南天门创建于元代初年，岱庙主持道士张志纯集资创建。它是城楼式建筑，石砌拱形门洞，上筑摩空阁三间，黄琉璃瓦重檐歇山顶。门洞两侧有楹联：“门辟九霄，仰步三天胜迹；阶崇万级，俯临千嶂奇观。”游人登此，一览众山，满目空翠，疲劳顿失。,positive
芙蓉街,小孟小孟呀,这边就是美食一条街吧。但是走进去两步，真的是让我毫不犹豫的选择换地方，里面都是千篇一律的网红小吃。而且人真的很多，街道也窄。实在是不喜欢这样的商业化的所谓美食街。,positive
护城河环城公园,回旋之水,乘车到黑虎泉附近已是傍晚。黑虎泉也是济南的一口名泉，出水量大，三个虎头造型的泉口，清冽的泉水喷涌而出，比抽水泵出水还猛！有当地居民拿着桶装水桶去大水，泡茶用。黑虎泉旁是解放阁，有点像长沙天心阁的风格。,positive
