景区名称,用户名,评论内容,标签
崂山太清宫,ly轩,去的时候太清宫在装修，门票27，里面是三宫和王重阳，全真七子和其他人的道观，对道教有情怀的人可以去看看,positive
芝罘岛,六六来了,到烟台出差是最亏的，去了那么多次，一次也没玩，都是急急忙忙的，究其原因就是烟台的火车不行，这么有名的城市竟然没有动车！！！！可惜了了！但是在那边倒是吃了点好吃的，比如当地鲜族人多，韩式料理挺多，还便宜，20块钱的石锅拌饭，送了一大杯大麦茶，6碟特好吃的小咸菜，一碗巨好喝的南瓜粥，而且15元就有一大盘子烤生牡蛎！男人的大补啊！！O(∩_∩)O哈哈~,positive
芝罘岛,自在,赶海芝罘岛，冬日的烟台是山东出了名的雪窝，冷的出奇。多日清爽的天气，在我到来之际却加上一层厚厚的雾霾，多少有点失落。过了渔民出海打鱼的时节，但在芝罘岛依然可以看见附近渔民赶海的情形，心里多少有点欢喜。,positive
历下亭,Red,喜欢这里的风景，济南人民热情好客！,positive
觅天洞,曾梦想仗剑走天涯,可能山见得多了景见得多了但是这种洞第一次见,positive
泰山风景名胜区-十八盘,我是一片云,对松山谷底至南天门的山路统称为十八盘，共1600多级台阶，前393级称慢十八盘，中767级为不紧不慢十八盘，后473级为紧十八盘。从远远看到十八盘那一刻开始。就感到很壮观，不禁感叹还有那么长啊。,positive
威海华夏城,马蜂窝用户,威海华夏城景区占地面积2700多亩，主要景点有中国跨度最大且极具华夏文化韵味的牌楼——华夏第一牌楼（长86米、高21米）、我国首个三面观音水中显圣大型动态景——圣水观音动感音乐喷泉广场、展示华夏文明始祖夏禹王时期文明的展馆——夏园、建于唐长安年间的千年古寺——太平禅寺、建于明清的古庵——太平庵、龙王庙等十多处景点及杂技、马术等丰富多彩的传统特色演出。,positive
山东地下大峡谷,★鑫少JoShun★,不去遗憾终生，去了终身遗憾！哈哈,negative
东昌湖,寒飞home,湖水环绕古城，这里是“江北水城”。感觉有点近似于古城襄阳，都是古人建筑智慧的体现。,positive
第一海水浴场(南海路),张麒麟丶,位于汇泉湾畔，拥有长580米，宽40余米的沙滩，曾是亚洲最大的海水浴场。这里三面环山，绿树葱茏，现代的高层建筑与传统的别墅建筑巧妙地结合在一起，景色非常秀丽。,positive
圣保罗教堂,嘻嘻?妖女?,在青岛这种教堂很多，最有代表的就是青医附院附近的和天主教堂~~,positive
中国海军博物馆,一帆风顺,带孩子去逛逛还是挺有意思的！孩子们东摸摸、西看看，爬上爬下，把我和老公累的可以，不过海边风景还不错，天也凉快！,positive
青岛中山公园,青衫,中山公园内的索道不贵，公园内也有一些景点,positive
青岛路老建筑群,美美的下一站…,老建筑群是青岛吸引我的最大原因，红瓦白墙是青岛给人留下的最大印象，真的值得去的一个地方,positive
九如山瀑布群风景区,不二周助,这个地方值得来一趟，它在济南的东南约五十公里处的西营镇，虽然有点远，但是夏天绝对值得来，门票120，有趣的是它对外地人是有优惠的，这边绿树成荫，你可以顺着木梯向上爬，会看到好多瀑布，他们说是九个，但是我只记住了两个，很漂亮，而且水很清澈，最上面是天池，整个徒步下来其实不是很累，空气很清新，心情超棒，但是建议大家自己带吃的，里面的吃的很难吃，我们点的炖鸡，很咸而且没有什么肉,positive
芙蓉街,柠萌雨辰,不管怎么说，即使芙蓉街已经失去了以前济南老胡同的面貌，但是作为济南的一处地标，还是值得一去的。何况，里面还有几家富有济南特色的小店呢。,positive
泉城公园,思语,一个休闲的好去处，大家一起来吧。,positive
五岳独尊,牛哥行天下,不会GV黑寡妇黑寡妇很反感黑寡妇黑寡妇黑寡妇给回复给回复黑寡妇给回复给回复给回复观化听风给回复很反感给回复,negative
玉皇顶,刘刘刘刘刘文中,从山边向下望去是千丈的悬崖，山顶风很大，很随意的拨动着我的秀发，骄傲又很放纵。说真的，当时并不觉得有多累，在下望的时候确实被大自然的鬼斧神工所折服，“造化钟神秀，阴阳割昏晓”。,positive
经石峪,赵火丁,门登泰山的必经之处，说不上景色特别，但是值得一去,positive
山东地下大峡谷,野狼,因为过节，人比较多，都集中在售票口了，排了半个多小时队。售票到入口可以坐小飞龙，30元\/人。地下大峡谷是我国的特大型溶洞之一，洞体长度6100米，目前已开发3100米。漂流线路较长，弯道多，洞内回旋大，漂流起来很刺激，好玩！尤其是小朋友开心极了！小孩后来给我说，旁边有大恐龙（当然是假的），还发吽吘声音，光线太暗，有点害怕。,positive
水泊梁山风景名胜区,摄驴风萧,水泊梁山景区基本没什么人，可能是交通不便的原因。喜欢水浒的一定要去一次！感受一下,positive
牟氏庄园,卡尔少尉,值得看看看看胶东一代地主的雄壮和没落，别相信园子里那颗树是吊死丫鬟的，那就胡扯,positive
中国甲午战争博物馆陈列馆,你的大头叔叔,不错~不错~不错~不错~不错~不错~不错~不错~,positive
青岛大学(中心校区),穿花棉袄的熊?,青岛大学，我以为会像山师和武大一样，有民国时期的建筑作为教学楼，但木有，全是现代化的建筑，就和下沙高教园区一样，不免少了文化底蕴。,positive
济南植物园,东方,各方面一般，没有什么特色，不推荐。,negative
孔林,走,孔林都是孔子及其后人还有他的先祖的墓地，看的话没什么看的，就当接受历史的熏陶了。,positive
台儿庄古运河,381039122,住宿古城内，夜游运河感觉不错。,positive
中天门,传奇游侠,如果是从红门徒步爬山，会一次经过一天门、中天门、龙门、升仙坊、南天门，寓意比较好。,positive
五莲山风景区,香宝宝,感觉还不错吧。五莲山的大佛很震撼！,positive
历下亭,蓝懒Bruce,在大明湖的湖上，一个小亭子，没什么特别的,neutral
济南国际园博园,鱼骨小姐,进去专业钓鱼的，所以没花门票，去的时候是淡季，里面很冷清，是不是有轻音乐飘过,positive
青岛太平角公园,Raycd,很喜欢的一个地方。住在香港西路的如家，出门就是公园，往下走几百米就是海滩，礁石很多，搭配灯光、建筑、晚霞、海浪，很适合慢慢拍摄，傍晚出来散步、拍照真的是一种享受。,positive
雪山彩虹谷旅游区,马蜂窝用户,风景还可以，值得去看看的地方。,positive
泰安岱庙,朵儿~,进庙时，工作人员就问要不要导游等等，我没要，蹭了一个导游团，倒是知道了一些东西。不过真的，站在岱庙的城墙上，确实很清楚的能看到泰山的。?,positive
任家台度假村,守候幸福,前几天去日照玩，住的是任磊渔家，离海超近，吃住环境都好，海鲜都做的正宗，价格合理，给渔家点个大大的赞?,positive
青岛市博物馆,顺10真,去青岛就应该留出时间去青岛市博物馆，浏览程序很顺畅，展出物品很精彩。,positive
拱北石,彪標,日观峰峰北，有一巨石向北斜上横出，名为“拱北石”，因其形犹如起身探海，故又名“探海石”。上有“绝妙”、“船石岩”、“醉石”及明人题名，如：臧克家的“与天地永大”、方毅的“雄峙东海”、刘海粟的“云海”、陈毅的“泰岳高耸万山丛”等。登临其上可尽赏旭日东升的壮丽场面，亦可晴览山色、阴观云海。,positive
一天门,徽宣,在红门上边一点，孔子登临处，距卖票的万仙楼还有段距离。,positive
鲁迅公园,levono,这个公园很小，唯一的长处是在海边，稍微散下步还可以的，毕竟磅着大海。但公园实在太小了~,positive
中国水准零点景区,花间魔,地方没有什么特色，就是一个纪念意义吧！彩虹桥还不错！但公共卫生间太脏！,negative
花仙子风景区,Neptune珊,花开的时候拍照片很漂亮，强烈推荐春天去，,positive
胶澳总督府旧址,青小梅,老城区的典型建筑代表，原来的青岛市政府，与周边的基督教堂天主教堂等组成了德国兼职群,positive
小鱼山文化名人街区,光的忧伤,福山路文化名人故居一条街非常的文艺，处处皆景，每一户人家都是红瓦绿树紫花,positive
唐摩崖石刻,一字马女生～Chen,每一个小景点，很多人都在排队拍照，我们只是路过,positive
中国海洋大学崂山校区,喵喵喵summer,海大崂山校区必须是满分啊，因为是母校，所以在心里是一百分。海大位于崂山脚下，所以距离崂山很近，坐车40分钟就可以到达。北门，西门都有公交车站，所以出行也是很方便。校内环境就不用说了，中国最美十大校园之一，别问我为什么，因为的确是太美了。建筑风格，校园环境，美女如云，美爆了啊。,positive
青岛美术馆,蚂蜂窝用户92935172,青岛市美术馆改名为青岛艺术博物馆，需要提前一天预约。,positive
仙境源,小多JIA,仙境源在南长山岛，这里是秦皇汉武求仙觅药的地方，也是唐王东征的驻扎之地。景区内有唐王李世民东征浮雕、古城墙、亭阁、栈桥、九龙洞、垂钓台、海上游乐场等旅游景点上百处。其实我想说的是，这个景点比较坑，整个景区几乎都在施工！！！根本没什么可逛的。本来应该有个小栈桥通到海上的，也在施工中。大家看看图好了。,positive
菏泽曹州牡丹园,高歌,去的时候牡丹开的正好，很漂亮，不过景区内又找你合照的，千万不要拍，不是免费的，拍完照片会跟你要钱,positive
泰安方特欢乐世界,77026125,去了两次，人都那个多啊，排队是主旋律，里面吃的喝的东西也贵，所以要提前备点吃的喝的，很多刺激的项目对于我来说只能欣赏不敢体验，但玩一天还是感觉很充实的。推荐飞越极限、神秘河谷。如果你是一个摄影爱好者，里面的好多场景你就发挥吧。给泰安方特赞一个。,negative
九丈崖,玉青,别去，花门票不说，去还挺费劲，也没什么好看的，就去不花钱的海看就挺好看，真犯不上去长岛！,negative
环翠楼公园,风一样自由,市中心，比较精致的一个小公园，夜景还不错，可以逛逛,positive
曲水亭街,琳琳,哈哈，百花洲西边紧临曲水亭街，芙蓉街，路北边就是大明湖南门，往北就是泉城广场，给我印象深刻的还是百花洲里有个<泉水豆腐博物馆>，是个两进两出的四合院，环境优雅，古色古香，里面有传统泉水豆腐脑，泉水豆腐是非物质文化遗产，包括泉水豆腐的文化及制作工艺流程，院内展示的淋漓尽致，走到中厅抵不住诱惑点了一份单人套餐，豆腐脑的滑嫩真的超赞?豆浆的豆香味很浓，纯正，偶尔还会有电视台记者去拍摄，听说是网红打卡店噢，推荐大家去品尝品尝?,positive
青岛葡萄酒博物馆,梦想家李,去时正赶上旅游日，所以免费，整个博物馆在地下面，了解关于红酒的一些知识,positive
山东大学,易净,"也是全国著名大学之一，校园景色不错,特别是医科大那里的银杏树,秋天特别美！",positive
周村烧饼博物馆,八秒,有很多泥塑，都是表现以前的人怎么制作周村烧饼的,positive
天外村,静静的黎明,从泰山站做K3路公交，一会就到了，是登泰山的一条路线的起点，红门是步行登山，天外村则是坐大巴到中天门，然后徒步登山，这样可以节省一些体力，另外天外村是一个巨大的广场，适合拍照，泰山的世界遗产标志碑也在这里。,positive
青岛太平角公园,心在远方,青岛太平角公园非常漂亮，强烈推荐。,positive
五峰山,李彬—山东欧莱德仪器有限公司,五峰山南3km蔡庄-豪华民宿住宿棋牌电影露营自助烧烤餐饮采摘电话李经理1385315490018560025128,positive
杨家埠民俗文化古村,fatmonkey,人不多，也不需要门票，在文化村可以找到各种各样自己想要的风筝，，还有版画，风筝都很立体哦，版画就是早年那种贴门上的样子，，很复古,positive
青州博物馆,城记爆锅面,国家一级博物馆，是83家入选单位中惟一的一家县级综合性博物馆，留存民间的唯一一册状元卷值得一观,positive
九丈崖,小鹿嘟嘟,其实九丈崖和月牙湾挨着的，如果不带宝宝，可以一起逛完~虽说是重要景点，但是人真的不多，沿着海边走，多半礁石，拍照什么的很美~看攻略说这里看日出日落都很美，九丈崖有个很好的方面就是不走回头路，沿着海岸走出来，以为要再走一遍回去取车，其实不用，穿过珍珠隧道就到了出口啦，真的挺方便，不过，要是有精力再走一遍也很美呀,positive
日照世帆赛基地,雪夜冰河,世帆赛基地是我们非常喜欢的地方，这里是世界帆船锦标赛的举办场所，还承办了多项国内国外的重大赛事，让日照这个美丽的海滨城市充满了青春和活力。基地其实就是万平口旁边的天然泻湖，是江北最大的天然泻湖，现在利用这里独特的地理位置和天然的优势，改建成帆船比赛和练习场地。这里不但是运动员和爱好者练习和比赛的场地，还是游艇帆船停放的码头，游客可以从这里乘船出海游览，附近渔民的渔船也停靠在这里，形成独特的风景。这帆板是介于帆船和冲浪之间的一种新兴水上运动项目，利用吹到帆上的自然风力，站到板上，通过帆杆操纵帆使阀板产生速度在水面上行驶，靠改变帆的受风中心和板体的重心位置在水上转向。看起来很好玩，但是估计实际操作起来难度是非常大的。还有渔民在这里卖出海打渔的渔船带回来的各种海鲜，吸引了不少游客前来购买，价格比海鲜市场要便宜，但是分量不知道准不准确，大家要是感兴趣的话自已要多留心。从世帆赛基地沿着栈道，可以一直走到泻湖的出海口。从这里开始，船只就驶出了平静的泻湖，驶入一望无际、波涛汹涌的大海。,positive
泉城广场,贾冬丽,泉城广场是济南市的中心广场，占地面积约330亩，中国唯一一家被联合国教科文组织授予“联合国国际艺术广场”称号的城市广场。济南第一高楼绿地中心和泉标交相辉映，恒隆、贵和、世贸、香格里拉等分布在侧，护城河畔垂柳依依，鸽子和风筝在天空齐飞。音乐喷泉和广场舞、街舞一起在广场喧嚣，无论你是孩提，还是白发，无论白天还是夜晚，在这里，都可以找到属于你的小憩的理由，对外免费开放。,positive
芙蓉街,宁谧,国庆人真的是太多太多了，遇到了入口封闭，遇到了单行道，想进还得绕半圈！不过这条街人虽然多，美食虽然多，很少有卖济南特色美食的，比较遗憾！,positive
海上公园,偷着乐,海上公园位于威海的西海岸，没有国际浴场干净，乐乐在这里捡了很多贝壳。,positive
峄山,知足快乐,很有历史积淀，被周边的景点掩盖，山不高，讲究不少，景区设施较好偏上，还有需要改进的地方。,positive
台儿庄古运河,huohuo,虽然是后期认为打造，但是景色还是不错的,positive
泰山风景名胜区-十八盘,土拨?,非常的陡峭，基本上是需要爬的了，真的是一步一步上去的，爬到最后一步，超级有成就感，立即与身边人拥抱,positive
淄博市博物馆,灵通新奇特,就是居民区市区里面的一个市民散步居多的地方，不是很感兴趣，那么回事,neutral
青岛方特梦幻王国,机智过人的小陈,对企鹅、海底隧道和动物表演印象深刻，每一个沿海城市都有一个水族馆吧。,positive
孔子六艺城,gospeng,人不多，付费景区，现代修建的，古代的时候没有，就是被用来赚钱的。,positive
彩石溪,一抹光亮,整个彩石溪景区真的有种世外桃源的感觉，很美，基本满足了我对山水的所有幻想，很静谧，五颜六色的美净化心灵，有一种身心放松的美，即使是在五一小长假也是如此。曾经沧海难为水，我看过彩石溪再去济南的景点，就没什么兴趣了。同样的道理，对于从小生活在南方山区见惯山水的童鞋们，就不是很推荐了，因为我们同行的哥们儿对桃花源景区就很是不以为然~毕竟这个景区景点不是很有名，如果只为那些石头走好几十公里的路就有些心不甘情不愿了。。,positive
台儿庄大战纪念馆,好人好梦,真实的抗战历史，从这些纪念馆中才能看到。,positive
日照世帆赛基地,忙中偷闲,风景不错，就是水质长时间不流动啊。看到龙舟比赛。啦,positive
鲁山国家森林公园,REN先森,主峰观云峰海拔1108.3米，为鲁中最高峰，公园面积42平方公里，是博山风景旅游区的重要景区。,positive
大黑山岛,长岛王梁渔家,"长岛县的最西端，大黑山岛风光秀丽,景色迷人,不仅有宜人的气候和独特的自然景观,同时也有丰厚的人文旅游资源。",positive
鱼山路,山野小魚,网红打卡点。。。红墙的确很漂亮。。。蓝天绿树红墙黄瓦，走在这样的路上，心情美美哒。,positive
周村烧饼博物馆,东瞧西看,在周村，周村烧饼是必须品尝的小吃，大师傅曾专门调到北京人民大会堂制作周村烧饼。,positive
日照灯塔风景区,青崖,从火车站坐1路车很快就能到，是一个免费的景点，地方也挺大，但是不能下去游泳，还浪比较急，礁石比较多下面的水是比较深的，沙粒有点粗糙，海水不是很干净，海水携带上来的泥沙里摸到玻璃杯的碎片，保安会拦着不让里面走，沙滩比较小但是人比较多，早晨去早点人比较少，灯塔广场附近酒店很少也不好找，周围没有特色饮食，附近的手工艺品基本上都不是真的珍珠，老板要价五十，你一扭头要走他就要便宜一半。拖鞋要15块钱，还还价差不多8块钱。很多东西都是虚价。注意防晒很重要。,positive
世界风筝都纪念广场,Léon,风筝广场不是重点，北侧的风筝博物馆才是重点。,positive
威海华夏城,Andrew,就是一个休闲公园，里面有几个表演,positive
芝罘岛,夜莺,喜欢去芝罘岛东侧的山崖下，清澈的海水，人很少，尽情玩耍。还以捉到各种海里的小东西，很有意思。,positive
蒲松龄纪念馆,伊斯坦布尔的猫,淄博作为一个工业城市，没有什么很吸引人的地方。但不能说淄博就没有旅游的资源，只是做的还不是很好。蒲松龄作为《聊斋》的作者，也是淄博人引以为豪的为数不多的名人之一。去参观蒲松龄纪念馆可以更好的了解当时他创作《聊斋》时的大背景和外部环境，让人对《聊斋》有更深刻的认识。,positive
中天门,来碗米饭,路过没有太多停留也没有太多研究,neutral
临淄中国古车博物馆,7路找不到酒,真的是值得一去，淄博这个工业城市，最有历史的部分都在临淄，而且古代齐国战车真的是很牛啊,positive
望人松,浅酌低吟轻唱,夜爬的时候看到这颗望人松了，途中的小伙伴还说是不是迎客松，然后顿悟迎客松不是在黄山么，原来叫望人松,positive
潭溪山旅游区,心有阳光,景区是4A景区，有三条旅游线路，玻璃桥不错。,positive
琅琊台,设计者零一,名氣很大，青島的前稱，可惜的是現在只是座空山。,positive
青岛方特梦幻王国,小尾巴,这一主题公园有高科技的大型游乐设备，高空飞翔体验项目,positive
潍坊偶园,Yogameow,比起南方的园林来，花钱进去就不大值得了。可能是我不懂建筑吧，对园林有兴趣的可以去研究一下。没有很大，适合慢悠悠的闲逛。,positive
大染坊,情蛙王子,赶上十一过节期间去的，人山人海，一堆小景点的门票加起来套票要70块钱，只来一次的地方,positive
定远舰景区,Andrew,位于山东省海滨城市威海市的城区繁华地带,positive
青州古城-青州昭德古街,YuanHang,沿着东门大街走过来，对面就是昭德古街。远远就看见一片集市。穿过集市往东走，沿着当地人赶完集回家的路，就到了昭德古街。古街的两边当年多为店铺，如今大多关门了。,positive
鲁迅公园,甜丞花瑞海,鲁迅公园和青岛海底世界是相邻的。鲁迅公园免费，海边风景蛮好。,positive
杏坛,harrymew,据说是孔子讲学的地方，肯定不是2000多年前的东西了，就瞻仰下吧,positive
大乳山滨海旅游度假区,易净,"乳山以两座山峰似乳头而得名,现在是消夏度假好去处",positive
鲁山国家森林公园,风过云淡,鲁山半山腰停车场上拾阶而上，脚下有木栈道、石板路、草皮路、石台阶，头顶高树造荫，带的遮阳帽和太阳镜完全用不到。林间凉风阵阵，舒爽至极；一线天，真是窄，肚子大的绝对过不去。山下停车场处售票，如果体力不行，建议开车到半山腰停车场后再爬山；如果车技不行或车况欠佳，建议在山下停车场乘坐村民的车辆上山，费用50元\/人左右；山上禁火，建议自带点干粮和水补充一下；山顶有信号塔，整个景区4G信号满满的，随时发图片发视频。,positive
十笏园,斯戎,需要门票，景色不错蛮漂亮的，都是古代建筑，假山、瀑布、凉亭和很多房子，那次去的时候有很多小朋友在那儿写生，有点乱，不过房子那儿不错，幽长的古巷，还有书房假人什么的，适合文艺小清新范儿，拍外景的也有，那天还碰上了一个台湾的旅游团，环境不错，不过里面没什么现代设施，没有卖吃的玩的的，但也是一处静心的好地方。,positive
潭溪山旅游区,蓝小胖,很赞的，风光秀丽，里面有瀑布，随处可见的小溪，还有一个最经典的空中滑道，跟坐小时候的滑梯一样，很刺激,positive
坊茨小镇,tsavo,坊茨小镇是清末民初德国和日本占领时期老建筑群。这里曾一度荒废过，现在又重新开发出来，有些小房子还是很精致的，适合闲逛。,positive
升仙坊,沈天行,泰山的山路跟黄山三清山华山那些不一样，之所以觉得他不那么好，完全是因为他的沿途没有风景，纯粹在爬楼梯，但是到了升仙坊就真的快到山顶了,positive
微山湖湿地红荷风景区,墨立方,适合夏天去，尤其荷花盛开的时候。,positive
牟氏庄园,冬猪街,感受了一下古代土豪的生活，用同去同事的话说，古代有钱人的生活也不过如此。。,positive
潍坊世界风筝博物馆,爱囤货的仓鼠?,离火车站不远，喜欢风筝历史的朋友，可以去看看，旁边也有泰华商业街,positive
琴岛之眼摩天轮,小耳朵,天气好的话，可以看到很远很美的景色，晚上坐会亮灯哦~不一样的时间，不一样的感受。,positive
大天鹅国家级自然保护区,旅行之人,荣城天鹅湖旅游度假区：坐落于胶东半岛最东端，富饶美丽的成山卫镇境内，东南两面濒临渤海，四季分明，年平均气温11.8。C，属中纬度温带季风性海洋气候。由成山卫镇党委、政府于1992年依据自身独有的万亩林海、万只大鹅、万米金滩旅游资源自费创办，1995被山东省人民政府批准为省级旅游度假区，1997年被列为国家级名胜风景区、国家级自然保护区。区内拥有世界上最大的天鹅栖息地——成山卫天鹅湖。湖内水质清洁明澈，沙滩纯净金黄，蓝天碧水金沙滩，景色秀丽，气候宜人。,positive
万平口海滨风景区,大帅,人多人多还是人多天越热人越多,positive
泰山风景名胜区-南天门,鹿的猫,不来这里就不好意思说来过泰山……,positive
孟府孟庙景区,小泽圈圈,孟庙祀“亚圣”孟子，始建于金元。,positive
奥帆博物馆,沫晓梦,里面的自助餐很实惠，刚开业只要99就够了，而且味道也还不错。,positive
巨峰景区,多多,巨峰是崂山的最高峰，如果上下山都用爬的话，太累，建议选择其中一程乘缆车比较好。登上山顶之后的景色还是很美的，可以看到大海,positive
沂蒙山旅游区龟蒙景区,Topoy,作为临沂人我什么都不知道估计好不了哪去,negative
鲁山国家森林公园,浴火为龍,鲁山国家森林公园位于山东省的中心，主峰观云峰海拔1108.3米，为鲁中最高峰，公园面积42平方公里，是博山风景旅游区的重要景区。公园规划为植物园、观云峰、鸣石山、花林、东海、北坪六大景区和云海日出、四雄竞秀、月上听涛、夏日鸟会、万石迷宫、驼禅寺、鬼市、一线天、云梯仙境、枣树峪与登天沟瀑布、鸣石山奇石、道沟森林浴场、北坪江南水乡等140多处景点。森林覆盖率达95%，有植物1300多种，鸟类168种，兽类22种，昆虫561种，堪称鲁中动植物王国。,positive
青岛方特梦幻王国,陈达令,最梦幻最时髦最好玩的青岛游乐场，没有之一！,positive
戚继光故里景区,枫欣馨,这个戚继光景区的门票现在已经不包含在蓬莱阁门票里面了的，要去的话得另外买票,positive
湛山寺,Mia,处在树木葱葱的山上，我一直以为我图中拍到的那个高高的塔是湛山寺，原来是“药师塔”，看到人们沿着塔沿着一个方向再转，原来沿着哪个方向转也是有讲究的。后来才找到了湛山寺的真身，是要收门票的，门票貌似是10元，要进去拜拜的话，在门口买票，不进去的话，也可以在附近转转，旁边有放生池，观音菩萨伫立水中央，放生池里很多红红的金鱼，乌龟们也趴在木板上晒太阳。在如此身心安定的地方，消磨时间，也是非常惬意的事情。,positive
青岛电视塔,乌镇小章,跟团去的，游览了一下，也是我比较有印象的一个地方。好像是青岛最高的地方。,positive
海上公园,随行L,休闲的好去处，沙滩、拱桥、捉鱼逮蟹,positive
青岛电视塔,??????,太太太太差了，100块的票子，什么都没有，上面顶层玩的都是老掉牙的设备，几年前就落伍了！！一看评价都是出租车拉过来的！连上索道一个人花了200！！简直太坑了！,negative
张裕卡斯特酒庄,安安,烟台张裕卡斯特酒庄由中国葡萄酒业巨头张裕公司和法国葡萄酒业巨头卡斯特公司合资兴建，位于烟台至蓬莱的黄金旅游线上。酒庄占地两千一百亩，其中酿酒葡萄园五百亩，主体建筑五十亩，葡萄长廊、道路二十亩。酒庄建筑为欧式园林风格。这里是品酒处，游客都有机会免费品酒，并赠送一瓶小样酒。?感觉这个酒庄还是很有自己的酒文化，生意应该做得不错。,positive
青岛电视塔,小贝头G,今天要走了，才有了结论就是来青岛打车要慎重，司机一定会推荐你一些地方，而这些地方就是又贵又没意思的地方。第一次打车去台东步行街，结果司机说那儿不好，拉到了啤酒节，啤酒节就啤酒节吧，说是美达尔好，他自己也经常去，我以为司机热情好客便听了他的。结果我和弟弟2个人吃了900多块钱。今天本来是要去信号山公园的，攻略里大家都说不错。然而打车后司机阿姨说信号山没人，荒芜了，不好，观景就去电视塔。说票价60，快到了又告诉是100，说一定要买通票。又非要推荐坐缆车，幸好没买缆车票。电视塔上去以后也真的没意思。只有一圈观景台能看个全景。然后玻璃那么脏。再无其他。凭什么收费100。我之前去了重庆，南山一棵树观景台才几十块钱。,negative
烟台月亮湾,水无月一,海滩上有不少球状石头和小螃蟹，适合捡拾。,positive
超然楼,七喜面条,居然是座古建筑，看着怎么那么新啊，一开始以为是新盖的呢,positive
德国风情街,快乐旅者,不推荐大家去的，除了几个老点的建筑外什么都没有，而且现在基本都是旅店，和居民区了，除非你特别喜欢以前的建筑，,negative
船形街,小刘鸭的旅行,夏天时，景色真的是很美，尤其是夜景很值得一看。,positive
德国风情街,麦迪,还可以啦，初次去青岛的朋友可以不用急着去参观啦,positive
蓬莱海洋极地世界,Ruru,还不错，有海豚表演哦。就是人挺多的，不是节假日人也多。,positive
老舍故居,旅行人的秘密,老舍故居又称骆驼祥子博物馆，是老舍先生创作长篇小说《骆驼祥子》的地方，也是国内第一个以文学作品命名的博物馆，市南区黄县路12号，可以乘坐1、6、25、26、202、214、217、223、225、227、228、304、311、316、321、367、501路公交车到大学路站下，或乘坐地铁3号线到人民会堂站下。这里的一楼是老舍全家的居所。老舍从1934年到1937年大部分时间都居住于此。在这里他创作了许多小说、散文和杂文，其中有著名的长篇小说《骆驼祥子》。里边会有老舍的生平介绍，也会在橱窗里展出老舍的作品集和手稿。老舍故居是一个很低调的小纪念馆，真正喜爱老舍的读者不妨来参观了解一下。这一片有很多名人的故居，都可以去参观。参观了之后，我们去了台东，因为台东这里有很多小店铺，我们就想去品尝一下各种网红小吃。推荐我们吃的脆骨丸子、牛奶棒、爆肚和台湾烤肠，都很好吃，喝的话推荐酸奶紫米露，绝对解腻。从老舍故居来台东的话，可以坐公交车225路或?25路，在人民会堂站上车，在标山路上清路站下车，只需要坐6站就可以到。?而且我们想买些正宗的青岛特产，在网上搜了一家口碑挺好的店，“青岛某人特产铺子”，在市北区台东三路118号，在步行街附近导航很容易就找到了，靠近农商银行。里边很干净，装修也挺有格调的，墙上画着青岛的知名景点。很多有名的青岛特产这里都有，比如崂山茶、啤酒酥、玫瑰膏、手撕鱿鱼、螃蟹辣酱、海参香菇酱、枸杞姜糖、玫瑰姜糖、红枣片、大福，日期新鲜，包装也很好看，整体比较不错，不踩雷！,positive
泰山风景名胜区红门,静静的黎明,红门（一天门）位于岱宗坊北，在泰山脚下，是中线登山的起点，因岭南崖有红石如门而名。红门实际上是一组庙宇式建筑，又称红门宫。红门前路西是关帝庙，原祀三国时蜀汉名将关羽。明清时山西盐商常在此聚会祭祀，奉福神，故又名山西会馆。宫东跨溪而南是白骡冢遗址。宫后有一巨石耸立，上刻“小泰山”,positive
黄河口生态旅游区,赵火丁,有着黄河独特的美，景区游人不多很静,positive
烟台大学(北区),独狼,烟大，我的母校！每一个大学校园都是很惬意的，在我眼里烟大尤是。漂亮的人工湖，高耸的钟楼，宽广的图书馆，以及无数次驰骋过的球场，每一处都有深深的记忆......烟大还有一个少数几所大学拥有的地理位置，沿海！出了东校门就是海，没少去游泳，没少在沙滩上踢足球。烟大的美和对烟大的爱写也写不完，永留心间！,positive
回澜阁,Ｈｉ5eｎ,海鸥永远是那里的主角，希望不要因为人群错过了它们,positive
威海影视文化城,Leo的小i,小时候来过，当时人还很多，里面全是小子玩的东西，很有童年的记忆,positive
环海路风景线,巴山夜雨时,风景优美，海天一色，可以和大海亲密接触，值得推荐。,positive
五莲山风景区,刘婧,一般般~没什么太特别的~,negative
水泊梁山风景名胜区,今生相伴,人不少，票价60元，离市区有些远，没什么好吃的，后山风景很美！,positive
青岛火车站,二哥,德国风格的火车站，第二次去的时候在改造，不知道现在怎么样了。,neutral
第一海水浴场(滨海北路),小?爸爸,水很清，7月份周末去人居然也不错，感觉烟台的海水比青岛干净多了。,positive
日照世帆赛基地,这个人是严重的拖,很宁静的一片海域，不喜欢凑热闹，喜欢几个人坐在一起吹吹风的人，这里是一片福地。,positive
